==PROF== Connected to process 4454 (/usr/bin/python3.12)
ninja: no work to do.
CELL DONE gvr29_hbe K=512 N=262144 BS=1024
==PROF== Disconnected from process 4454
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","1088364800"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","22952192"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","49.01"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","423552"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum","","4802182"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__grid_size","","1024"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__occupancy_limit_blocks","block","32"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__occupancy_limit_registers","block","2"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__occupancy_limit_shared_mem","block","2"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__occupancy_limit_warps","block","2"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__registers_per_thread","register/thread","32"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__shared_mem_per_block_dynamic","byte/block","20480"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__shared_mem_per_block_static","byte/block","27408"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","lts__t_bytes.sum","byte","1728035424"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","sm__inst_executed.sum","inst","227915832"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","sm__maximum_warps_per_active_cycle_pct","%","100"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","81.20"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","93.42"
"0","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","smsp__issue_active.avg.pct_of_peak_sustained_elapsed","%","81.20"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","1088366592"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","22311680"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","48.98"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","423616"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum","","4800651"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__grid_size","","1024"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__occupancy_limit_blocks","block","32"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__occupancy_limit_registers","block","2"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__occupancy_limit_shared_mem","block","2"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__occupancy_limit_warps","block","2"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__registers_per_thread","register/thread","32"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__shared_mem_per_block_dynamic","byte/block","20480"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__shared_mem_per_block_static","byte/block","27408"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","lts__t_bytes.sum","byte","1727398240"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","sm__inst_executed.sum","inst","227915942"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","sm__maximum_warps_per_active_cycle_pct","%","100"
"1","4454","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","sm__throughput.avg.pct_of_peak_sustained_elapsed","%","81.14"
