==PROF== Connected to process 5920 (/usr/bin/python3.12)
ninja: no work to do.
CELL DONE gvr29_hbe K=2048 N=262144 BS=1024
==PROF== Disconnected from process 5920
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","5920","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","1089004544"
"0","5920","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","67778048"
"0","5920","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed","%","59.33"
"0","5920","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","765440"
"0","5920","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum","","13817801"
"0","5920","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__grid_size","","1024"
"0","5920","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__occupancy_limit_blocks","block","32"
"0","5920","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__occupancy_limit_registers","block","2"
"0","5920","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__occupancy_limit_shared_mem","block","0"
"0","5920","python3.12","127.0.0.1","void <unnamed>::gvr29_hbe_kernel<1>(<unnamed>::TopKLaunchParams, const int *, TieValue *)","1","7","(1024, 1, 1)","(1024, 1, 1)","0","10.0","Command line profiler metrics","launch__occupancy_limit_warps","block","2"
